moduleCode,title,semesters
QT5104,Topics in Quantum Information Theory,[2]
QT5198,Graduate Seminar in Quantum Information,[2]
QT5201S,Quantum Electronics,[1]
QT5201V,Complementarity and wave-particle duality,[1]
RE1702,Real Estate Data Analytics,"[1, 2]"
RE1706,Design and Construction,[1]
RE1707,"Real Estate, Society and Enterprise","[1, 2]"
RE1901,Real Estate Wealth Management,[2]
RE2702,Land Law,"[1, 2]"
RE2705,Urban Economics,"[1, 2]"
RE2706,Real Estate and Infrastructure Finance,"[1, 2]"
RE2708,Computational Thinking and Programming for Real Estate,"[1, 2]"
RE2801,Research Methodology in Real Estate,[2]
RE3000,Work Experience Internship,"[3, 4]"
RE3701,Real Estate Investment Analysis,"[1, 2]"
RE3702,Property Tax and Statutory Valuation,[1]
RE3703,Advanced Real Estate Economics,"[1, 2]"
RE3704,Real Estate Marketing,"[1, 2]"
RE3802,Real Estate Finance Law,[2]
RE3803,Strategic Asset Management,[1]
RE3804,Real Estate Development Law,[2]
RE3805,Corporate Investment in Real Estate,[1]
RE3806,Advanced Real Estate Valuation,[2]
RE3807,Corporate Finance for Real Estate,[1]
RE3901,Advanced Urban Planning,[1]
RE4701,Real Estate Development,[1]
RE4702,Professional Practice and Ethics,[1]
RE4711,FYP Dissertation,"[1, 2]"
RE4712,FYP Academic Exercise,"[1, 2]"
RE4801,Real Estate Internship Programme,"[3, 4]"
RE4803,REIT and Business Trust Management,[1]
RE4806,Real Estate Finance Seminar,[2]
RE4807,Real Estate Risk Analysis and Management,[2]
RE4808,Urban Challenges and Policies,[2]
RE5001,Real Estate Development,[1]
RE5003,Real Estate Investment,[1]
RE5004,Real Estate Economics,[1]
RE5005,Real Estate Finance,[2]
RE5006,Portfolio and Asset Management,[1]
RE5009,Real Estate Appraisal,[2]
RE5011,Asian Real Estate Markets and Field Study,[2]
RE5014,Real Estate Investment Trusts & Property Funds,[1]
RE5016,Real Estate Securitisation,[2]
RE5017,Real Estate Case Study,"[1, 2]"
RE5019,Data & Analytics in Real Estate,[2]
RE5020,Sustainable Real Estate Development & Investment,[2]
RE5770,Graduate Seminar,[2]
RE6004,Research Methodology in Real Estate,[1]
RE6007,Research Topics in Real Estate,[2]
RVC1000,How in the world do we get along?,"[1, 2]"
RVC1001,The Rocky Road to SDGs,"[1, 2]"
RVC2000,Culture and Sustainability in Southeast Asia,"[2, 3]"
RVN2000,Engaging Communities in Sustainability,"[1, 2]"
RVN2001,The Great Extinction: rewilding and conservation,"[1, 2]"
RVN2002,Wild Asia: Conservation Matters,"[1, 3]"
RVN2003,Understanding Disability and Fostering Inclusivity,"[1, 2]"
RVSS1000,Exploring Sense of Place,[2]
RVSS1001,"Imagining Wakanda: Cities for work, life, and play",[1]
RVSS1002,Feeding the belly of a nation,"[1, 2]"
RVSS1003,Communicating the Value of Singapore’s Natural Heritage,"[1, 2]"
RVSS1004,Uniquely Singapore: Regardless of Race,"[1, 2]"
RVX1000,Citizen Speak: Persuasion and Polarization in Society,"[1, 2]"
RVX1002,What do you mean? Meaning & Communication in Intercultural contexts,[2]
RVX1003,Print to Screen: Analysing Film Adaptation,"[1, 2]"
RVX1005,"Intersectionality, Identity and Inequality in Asia","[1, 2]"
SA4101,Software Analysis and Design,"[1, 2]"
SA4101C,Software Analysis and Design,[1]
SA4104,Digital Product Management,[1]
SA4105,Web Application Development,"[1, 2]"
SA4105C,Web Application Development,[1]
SA4106,AD Project,"[1, 2]"
SA4107,Industrial Attachment Project,[1]
SA4108,Mobile Application Development,"[1, 2]"
SA4110,Machine Learning Application Development,"[1, 2]"
SA4110C,Machine Learning Application Development,[2]
SA4111,Agile Software Delivery,[1]
SC1101E,Making Sense of Society,"[1, 2]"
SC2101,Methods of  Social Research,[2]
SC2204,Social Inequalities : Who Gets Ahead?,[2]
SC2205,Sociology of Family,[2]
SC2208,Baby or No Baby: Population Dynamics at a Crossroads,[1]
SC2209,"Money, Business and Social Networks",[1]
SC2211,Medical Sociology,[2]
SC2212,Sociology of Deviance,[1]
SC2216,Emotions and Social Life,[2]
SC2217,Travel Matters,[2]
SC2220,Gender Studies,[1]
SC2228,Social Perspectives on the Digital Era,[1]
SC3101,Social Thought & Social Theory,"[1, 2]"
SC3203,Race and Ethnic Relations,[2]
SC3204,Sociology of Education,[2]
SC3205,Sociology of Power:Who Gets to Rule?,[2]
SC3206,Urban Sociology,[1]
SC3209,Data Analysis in Social Research,[2]
SC3211,"Science, Technology & Society",[1]
SC3213,Visual Ethnography: Theory and Practice,[1]
SC3214,Sociology of Life Course and Ageing,[2]
SC3216,Self and Society,[1]
SC3219,Sexuality in Comparative Perspective,[1]
SC3221,Qualitative Inquiry,[2]
SC3225,Social Capital,[2]
SC3227,Modernity and Social Change,[2]
SC3230,Civil Society and Civic Engagement,[2]
SC3550,Sociology Internship,"[3, 4]"
SC3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
SC4101,Practising Anthropology and Sociology,[1]
SC4101HM,Practising Anthropology and Sociology,[1]
SC4201,Contemporary Social Theory,[2]
SC4201HM,Contemporary Social Theory,[2]
SC4202,Reading Ethnographies,[1]
SC4202HM,Reading Ethnographies,[1]
SC4204,Social Policy & Social Planning,[1]
SC4204HM,Social Policy & Social Planning,[1]
SC4205,Sociology of Language & Communication,[2]
SC4205HM,Sociology of Language & Communication,[2]
SC4210,Sociology of Migration,[2]
SC4210HM,Sociology of Migration,[2]
SC4218,"Religions, Secularity, Post-Secularity",[1]
SC4218HM,"Religions, Secularity, Post-Secularity",[1]
SC4219,Social Origins and Consequences of Financial Crises,[1]
SC4219HM,Social Origins and Consequences of Financial Crises,[1]
SC4220,Aging and Health,[1]
SC4220HM,Aging and Health,[1]
SC4222,Body and Society,[2]
SC4222HM,Body and Society,[2]
SC4223,Health and Social Behaviour,[2]
SC4223HM,Health and Social Behaviour,[2]
SC4228,Making Sense of Violence,[1]
SC4228HM,Making Sense of Violence,[1]
SC4401,Honours Thesis,"[1, 2]"
SC4401HM,Honours Thesis,"[1, 2]"
SC4660,Independent Study,"[1, 2]"
SC4660HM,Independent Study,"[1, 2]"
SC4880C,Cultural heritage: The Politics of Protecting the Past,[1]
SC4880CHM,Cultural heritage: The Politics of Protecting the Past,[1]
SC4880D,"Policing and Security: Past, Present and Future",[2]
SC4880DHM,"Policing and Security: Past, Present and Future",[2]
SC4882,Issues in State and Society,[2]
SC4882HM,Issues in State and Society,[2]
SC5101,Graduate Research Methods,[1]
SC5101R,Graduate Research Methods,[1]
SC5102,Quantitative Data Analysis,[2]
SC5102R,Quantitative Data Analysis,[2]
SC5103,Qualitative Data Analysis,[2]
SC5103R,Qualitative Data Analysis,[2]
SC5209,Sociology of Everyday Life,[1]
SC5209R,Sociology of Everyday Life,[1]
SC5218,Population Studies,[1]
SC5218R,Population Studies,[1]
SC5223,Social Networks,[2]
SC5223R,Social Networks,[2]
SC5770,Graduate Research Seminar for Masters students,[1]
SC6102,Sociological Theory,[1]
SC6212,Global Transformations,[2]
SC6214,"Gender, Culture and Society",[1]
SC6216,The Anthropological Perspective,[1]
SC6224,Producing Ethnography,[2]
SC6660,Independent Study,"[1, 2]"
SC6770,Graduate Research Seminar,[1]
SDM5990,Sdm Research Project,[2]
SE1101E,The Lands Below the Winds: Southeast Asia in the World,"[1, 2]"
SE2217,War and Southeast Asia,[1]
SE2218,Changing Economic Landscape of SE Asia,[4]
SE2224,Unmasked! An Introduction to Traditional Dance in SEA,[1]
SE2225,Forbidden Pleasures: Vice in Southeast Asia,[2]
SE2230,Modern Southeast Asia Through Film,[2]
SE2660,Independent Study,[1]
SE3211,"Religion, Society & Politics in SE Asia",[1]
SE3214,Heritage and Heritagescapes in Southeast Asia,[1]
SE3219,Country Studies: Island Southeast Asia,[2]
SE3224,Thai Drawing and Painting,[2]
SE3226,Hard at work: the changing face of labour in SEA,[2]
SE3228,The Universe Unraveling: Narratives of War in Indochina,[2]
SE3233,Martial Arts in Southeast Asia,[2]
SE3550,Southeast Asian Studies Internship,"[1, 2, 3, 4]"
SE3551,FASS Undergraduate Research Opportunity (UROP),[1]
SE3660,Independent Study,[1]
SE4101,Southeast Asia Studies: Theory and Practice,[1]
SE4101HM,Southeast Asia Studies: Theory and Practice,[1]
SE4212,Elites of Southeast Asia,[1]
SE4212HM,Elites of Southeast Asia,[1]
SE4218,Majorities and Minorities in SE Asia,[1]
SE4218HM,Majorities and Minorities in SE Asia,[1]
SE4225,The Cold War in Southeast Asia,[1]
SE4225HM,The Cold War in Southeast Asia,[1]
SE4227,Nationalism in Southeast Asia,[2]
SE4227HM,Nationalism in Southeast Asia,[2]
SE4401,Honours Thesis,"[1, 2]"
SE4401HM,Honours Thesis,"[1, 2]"
SE4660,Independent Study,"[1, 2]"
SE4660HM,Independent Study,"[1, 2]"
SE5660,Independent Study,"[1, 2]"
SE6660,Independent Study,"[1, 2]"
SE6770,Graduate Research Seminar,[2]
SEA5101,"History, Politics and Economics of Modern Southeast Asia",[1]
SEA5102,Societies and Cultures of Southeast Asia,[2]
SEA5201,Politics of Environment in Southeast Asia,[1]
SEA5203,Natural Disasters in Southeast Asia,[2]
SEA5213,Food History of Southeast Asia,[1]
SEA5214,Cultural Resource Management in Se Asia,[1]
SEA5223,Southeast Asia and Regionalism,[1]
SEA5224,Political Economy of Southeast Asia,[1]
SEA5233,Country Studies: Indonesia,[2]
SEA5236,Country Studies: Myanmar,[2]
SEA5237,Country Studies: Vietnam,[2]
SEA5238,Country Studies: Singapore,[1]
SEA5301B,Masterclass,"[1, 2]"
SEA5302B,Field Trip,[2]
SEA5401,Thesis,"[1, 2]"
SEA5660,Independent Study,"[1, 2]"
SFI2014,Introducing Indonesia (with introductory Indonesian),"[1, 2]"
SFI2034,Introducing Thailand (with Introductory Thai),"[1, 2]"
SFI2044,Introducing Vietnam (with introductory Vietnamese),"[1, 2]"
SFI2084,Introducing Laos (with Introductory Thai),[2]
SH5001,Fundamentals in Process Safety,[2]
SH5002,Fundamentals in Industrial Safety,[1]
SH5003,Fundamentals in Environmental Protection,[2]
SH5004,Fundamentals in Industrial Hygiene,[1]
SH5005,Risk Analysis & Safety Analytics,[2]
SH5101,Industrial Toxicology,[2]
SH5102,Occupational Ergonomics,[2]
SH5103,Biosafety and Biosecurity,[1]
SH5104,Occupational Health,[1]
SH5105,Noise and Other Physical Hazards,[2]
SH5106,Radiation Safety,[2]
SH5107,Industrial Ventilation,[1]
SH5109,Biostatistics and Epidemiology,[2]
SH5201,Process Hazard Analysis,[2]
SH5202,Quantified Risk Analysis,[2]
SH5203,Resilience and Emergency Planning,[1]
SH5204,Industrial Safety Engineering,[1]
SH5205,Crisis and Incident Management,[2]
SH5206,Human Factors in Process Safety,[1]
SH5208,Functional Safety for Process Industries,[1]
SH5209,Process Safety Digitalization,[2]
SH5401,"Safety, Health, Environment & Quality Management System",[2]
SH5403,Independent Study,"[1, 2]"
SH5404,Safety Health and Environmental Project,"[1, 2]"
SH5405,Fire and Explosion Safety,[1]
SH5406,Research Methodology,[1]
SH5407,Sustainable Energy and Environment,"[1, 2]"
SH5408,Electrical Safety,[2]
SH5409,Sustainability and Environmental Analysis,"[1, 2]"
SH5666,"Industrial Safety, Health and Environment Practices","[1, 2]"
SH5880C,Topics in Industrial Hygiene,"[1, 2]"
SLP5109,Professional Practice 2,[2]
SLP5110,Intervention and Management - Children 1,[2]
SLP5111,Intervention and Management - Adults 1,[2]
SLP5112,Research Project 1,[2]
SLP5113,Professional Practice 3,"[1, 2]"
SLP5114,Intervention and Management - Children 2,[1]
SLP5115,Intervention and Management - Adults 2,[1]
SLP5116,Research Project 2,"[1, 2]"
SLP5117,Professional Practice Issues,[1]
SLP5118,Professional Practice 4,[1]
SN1101E,"Discover South Asia: People, Culture, Development","[1, 2]"
SN2213,"South Asian Democracies - Violence, Conflict, and Hope",[1]
SN2234,Gender and Society in South Asia,[2]
SN2261,The Emergence of Contemporary South Asia,[2]
SN2271,Religion and Society in South Asia,[1]
SN2275,Wicked Words: Contemporary Tamil Literature,[2]
SN2278,Introduction to Sikhism,[1]
SN2280,"Marriage, Sex, Love in South Asia",[2]
SN2285,What’s Cooking: Food and Drink in South Asian Cultures,[2]
SN3223,International Relations of South Asia,[1]
SN3262,"The Struggle for India, 1920-1964",[2]
SN3275,Subtle Tamil Traits? Tamil Culture and Society,[1]
SN3282,Violence and Visual Cultures in South Asia,[2]
SN3550,Internship,"[1, 2, 3, 4]"
SN4401,Honours Thesis,"[1, 2]"
SN4401HM,Honours Thesis,"[1, 2]"
SN4660,Independent Study,"[1, 2]"
SN4660HM,Independent Study,"[1, 2]"
SN5660,Independent Study,"[1, 2]"
SN6660,Independent Study,"[1, 2]"
SP1230,NUS H3 Science Research Programme,[2]
SP1541,Communication Practices in Popular Science,"[1, 2]"
SP1541X,Communication Practices in Popular Science,"[1, 2]"
SP2201,Agri-Science in Japan and Singapore,[1]
SP2251,Science at the Nanoscale,[2]
SP2271,Introduction to the Scientific Literature,[2]
SP2273,"Working on Interdisciplinary Science, Pythonically","[1, 2]"
SP2274,Engineering a Life-like Cell,[1]
SP2400IN,Science & Technology Global Industry Insights,[3]
SP2400VN,Science & Technology Global Industry Insights,[3]
SP2401,Science & Technology Industry Insights I,[2]
SP2402,Science & Technology Industry Insights II,[1]
SP3172,Integrated Science Project,[2]
SP3176,The Universe,[1]
SP3203,Aquatic Ecology Research,[1]
SP3275,Science for a Sustainable Earth,[1]
SP3277,Nano: from Research Bench to Industrial Applications,[2]
SPH1901,Socio-ecological Determinants of Health,[1]
SPH1904,Data Literacy for Healthcare,[2]
SPH2001,Fundamental Public Health Methods,"[1, 2]"
SPH2002,Public Health and Epidemiology,"[1, 2]"
SPH2003,Systems and Policies to improve Health,"[1, 2]"
SPH2004,"Lifestyle, Behaviour and Public Health","[1, 2]"
SPH2005,"Health, Society and the Social Determinants","[1, 2]"
SPH2202,Public Health Nutrition,[2]
SPH2203,"Food Environments, Nutrition & Health: Understanding Key Drivers, Actors and Solutions",[1]
SPH2301,Health of the Working Population,[1]
SPH2401,Introduction to Global Health,[1]
SPH2402,Public Health and Innovations for Ageing Populations,[1]
SPH2801,Health of the Poor in Asia,[4]
SPH3001,Public Health Practice,"[3, 4]"
SPH3101,Biostatistics for Public Health,[1]
SPH3106,Data Analysis for Pathogen Genomics,[2]
SPH3107,Infectious Disease Modelling for Public Health,[2]
SPH3108,Geospatial Mapping for Public Health,[2]
SPH3203,Prevention and Control of Non-Communicable Diseases,"[1, 2]"
SPH3204,"One Health: People, Animals and the Environment",[1]
SPH3401,Designing Public Health Programmes,[1]
SPH3402,Mental Health: An Interdisciplinary Approach,[2]
SPH3403,Public Health Economics,[1]
SPH3501,Introduction to Public Health Communication,[2]
SPH5001,Foundations of Public Health,[1]
SPH5002,Public Health Research Methods,[1]
SPH5003,Health Behaviour and Communication,[1]
SPH5005,Practicum,"[1, 2, 3, 4]"
SPH5006,STATA Primer for Public Health,[1]
SPH5007,Implementing Public Health Programmes and Policies,[1]
SPH5008,Ethics in Public Health Practice,"[1, 2]"
SPH5101,Advanced Quantitative Methods I,[2]
SPH5102,"Design, Conduct and Reporting of Clinical Trials",[2]
SPH5103,"Collection, Management & Analysis of Quantitative Public Health Data",[2]
SPH5104,Analytics for Better Health,[2]
SPH5201,Control of Infectious Diseases,[2]
SPH5202,Control of Non-Communicable Diseases,[2]
SPH5205,Urban Outbreak Management,[2]
SPH5206,Urban Field Epidemiology,[3]
SPH5311,Workplace Safety and Health,[2]
SPH5312,Assessment and Control of Occupational Hazards,[2]
SPH5314,Enterprise Occupational Health Practice,[2]
SPH5315,Public Health at the Workplace,[2]
SPH5401,Health Economics and Financing,[2]
SPH5403,Medical & Humanitarian Emergencies,[3]
SPH5404,Measuring and Managing Quality of Care,[2]
SPH5405,Introduction to Health Services Research,[2]
SPH5406,Contemporary Global Health Issues,[1]
SPH5407,Programme Evaluation,[2]
SPH5408,Public Health and Ageing,[1]
SPH5409,Qualitative Methods in Public Health,"[1, 2]"
SPH5410,Developing health proposals using DIME skills & tools,[2]
SPH5411,Information Technology in Healthcare,[2]
SPH5412,Economic Methods in Health Technology Assessment,[2]
SPH5413,"Women’s, Children’s and Adolescents’ Health",[2]
SPH5414,Informatics for Health,[3]
SPH5415,Healthcare Operations and Management,[1]
SPH5416,Introduction to Integrated Care,"[1, 3]"
SPH5417,Fundamentals of Population Health,[1]
SPH5418,Public Health Policy: A Systems Approach,[2]
SPH5420,Evidence Synthesis for HTA,[1]
SPH5421,Fundamentals of Infectious Disease Modelling,[1]
SPH5422,Applied Econometrics for Programme Evaluation,[2]
SPH5501,Public Health Communication,[3]
SPH5801,Field Practice,"[1, 2, 3, 4]"
SPH5890A,Independent Study in Epidemiology and Disease Control,"[1, 2]"
SPH5890B,Independent Study in Quantitative Methods,"[1, 2]"
SPH5890C,Independent Study in Environmental / Occupational Health,"[1, 2]"
SPH5890D,Independent Study in Health Policy and Systems,"[1, 2]"
SPH5890E,Independent Study in Health Services Research,"[1, 2]"
SPH5890F,Independent Study in Health Promotion,"[1, 2]"
SPH5890G,Independent Study in Global Health Programs: Planning and Evaluation,"[1, 2]"
SPH6001,Advanced Epidemiology II,[2]
SPH6002,Advanced Quantitative Methods II,[2]
SPH6004,Advanced Statistical Learning,[2]
SPH6008,Applying Social Theory in Public Health Research,[2]
SPH6201A,Independent Study (Epidemiology and Disease Control),"[1, 2]"
SPH6201B,Independent Study (Biostatistics),"[1, 2]"
SPH6201C,Independent Study (Environmental / Occupational Health),"[1, 2]"
SPH6201D,Independent Study (Health Policy and Systems),"[1, 2]"
SPH6201E,Independent Study (Health Services Research),"[1, 2]"
SPH6201F,Independent Study (Health Promotion),"[1, 2]"
SPH6201G,Independent Study (Global Health),"[1, 2]"
SPH6770,Graduate Research Seminar in Public Health,"[1, 2]"
ST1131,Introduction to Statistics and Statistical Computing,"[1, 2]"
ST2131,Probability,"[1, 2]"
ST2132,Mathematical Statistics,"[1, 2]"
ST2137,Statistical Computing and Programming,[2]
ST2288,Basic UROPS in Statistics and Applied Probability I,"[1, 2, 3, 4]"
ST2289,Basic UROPS in Statistics and Applied Probability II,"[1, 3, 4]"
ST2312,FOS Undergraduate Professional Internship Programme 2S1,"[1, 2]"
ST2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
ST2334,Probability and Statistics,"[1, 2]"
ST3131,Regression Analysis,"[1, 2]"
ST3232,Design & Analysis of Experiments,[2]
ST3236,Stochastic Processes I,[1]
ST3239,Survey Methodology,[1]
ST3244,Demographic Methods,[2]
ST3246,Statistical Models for Actuarial Science,[2]
ST3247,Simulation,[2]
